EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1149,45,Non-Travel,2905,Research & Development,18,1,Medical,1,1149,1,Female,272,4,4,Laboratory Technician,1,Single,144843,9844,0,Y,No,8,3,3,80,0,18,1,1,8,3,5,5,Yes
1150,30,Travel_Frequently,3272,Research & Development,4,2,Life Sciences,1,1150,3,Male,312,3,4,Research Director,4,Married,65906,16953,7,Y,No,3,1,3,80,4,35,1,4,10,1,8,7,No
1151,22,Travel_Rarely,4821,Human Resources,13,3,Marketing,1,1151,1,Female,141,1,5,Manager,1,Divorced,137832,9900,0,Y,No,24,4,3,80,2,11,5,4,0,1,1,0,Yes
1152,29,Non-Travel,2920,Human Resources,18,5,Life Sciences,1,1152,3,Male,274,2,2,Manager,4,Married,140296,5106,2,Y,No,2,1,2,80,1,25,3,4,3,0,3,3,No
1153,27,Travel_Rarely,2259,Research & Development,13,5,Medical,1,1153,2,Male,100,1,2,Research Scientist,2,Divorced,122820,17479,0,Y,No,24,1,4,80,0,15,3,3,8,8,0,8,No
1154,45,Travel_Rarely,3432,Research & Development,5,4,Technical Degree,1,1154,1,Female,376,4,4,Manager,4,Divorced,68928,7767,9,Y,Yes,13,3,1,80,3,18,5,2,18,8,10,12,No
1155,45,Travel_Rarely,3400,Research & Development,9,4,Technical Degree,1,1155,1,Female,101,1,2,Laboratory Technician,3,Married,113590,12939,2,Y,No,24,2,1,80,1,27,1,2,15,12,7,1,No
1156,42,Travel_Frequently,4729,Sales,23,1,Technical Degree,1,1156,4,Female,120,4,2,Manager,3,Married,100521,4835,6,Y,Yes,16,3,2,80,1,17,3,2,8,6,7,5,Yes
1157,53,Non-Travel,2636,Sales,24,4,Other,1,1157,1,Male,199,2,4,Sales Representative,1,Married,136402,9554,3,Y,No,8,2,2,80,4,22,5,3,6,3,1,6,No
1158,47,Non-Travel,1417,Human Resources,2,2,Medical,1,1158,2,Female,127,1,5,Human Resources,2,Divorced,67439,12229,2,Y,No,20,2,3,80,0,13,5,3,4,3,0,2,No
1159,30,Non-Travel,1523,Sales,12,4,Other,1,1159,3,Male,237,4,2,Sales Executive,2,Married,42450,5310,9,Y,No,16,3,1,80,3,26,4,3,10,10,6,8,No
1160,58,Travel_Frequently,1590,Sales,4,3,Technical Degree,1,1160,3,Male,337,2,4,Manager,3,Married,87540,2986,5,Y,No,6,2,4,80,1,38,3,3,12,8,8,5,No
1161,26,Travel_Frequently,2919,Research & Development,22,5,Medical,1,1161,2,Male,141,3,1,Healthcare Representative,1,Single,155776,7406,1,Y,Yes,19,3,4,80,2,23,6,4,8,1,0,2,No
1162,45,Travel_Rarely,3024,Research & Development,14,4,Life Sciences,1,1162,4,Female,390,4,2,Manager,1,Single,180223,13743,9,Y,No,2,1,2,80,4,21,1,4,13,4,2,13,No
1163,27,Travel_Frequently,3771,Research & Development,14,2,Other,1,1163,2,Female,272,3,1,Laboratory Technician,4,Single,95263,13398,5,Y,No,25,3,4,80,2,27,6,4,1,1,0,0,No
1164,49,Travel_Rarely,4850,Research & Development,7,4,Human Resources,1,1164,1,Female,213,2,3,Research Director,1,Divorced,18208,14796,7,Y,Yes,6,2,2,80,1,18,4,2,6,3,2,4,No
1165,45,Travel_Frequently,2764,Sales,13,1,Human Resources,1,1165,1,Female,206,2,4,Sales Executive,1,Married,11333,11968,7,Y,No,24,2,4,80,4,22,4,1,12,5,10,4,Yes
1166,21,Travel_Frequently,3690,Sales,22,3,Human Resources,1,1166,4,Male,107,3,3,Sales Representative,1,Married,167147,10091,4,Y,Yes,13,4,3,80,2,31,6,3,0,0,0,1,No
1167,38,Non-Travel,3265,Research & Development,7,4,Other,1,1167,3,Female,330,4,1,Research Scientist,1,Divorced,141379,19323,8,Y,No,16,2,4,80,2,15,6,4,4,2,2,0,No
1168,50,Non-Travel,1613,Research & Development,8,1,Other,1,1168,4,Female,243,4,5,Manager,1,Divorced,172259,7419,4,Y,Yes,7,3,2,80,2,16,4,2,10,6,9,5,No
1169,29,Travel_Frequently,3236,Sales,2,2,Marketing,1,1169,2,Female,314,3,4,Sales Executive,1,Married,189838,2022,4,Y,No,18,1,2,80,3,25,2,4,1,1,1,1,Yes
1170,25,Non-Travel,3977,Research & Development,19,4,Human Resources,1,1170,1,Female,279,4,5,Research Director,2,Divorced,121681,4298,9,Y,Yes,20,1,1,80,2,7,2,3,1,0,0,0,Yes
1171,44,Non-Travel,1685,Research & Development,19,3,Technical Degree,1,1171,3,Male,365,1,1,Research Director,2,Single,10332,4247,2,Y,Yes,9,3,4,80,0,34,0,3,12,5,8,0,No
1172,56,Travel_Frequently,2530,Research & Development,2,3,Marketing,1,1172,2,Male,394,1,5,Research Scientist,1,Single,169274,15493,8,Y,No,14,1,4,80,3,4,3,4,9,0,8,0,No
1173,27,Travel_Frequently,1415,Research & Development,20,4,Life Sciences,1,1173,1,Male,212,2,2,Research Director,3,Single,63479,8380,4,Y,No,18,3,2,80,1,2,4,4,9,4,0,0,No
1174,48,Travel_Rarely,3215,Human Resources,1,4,Technical Degree,1,1174,4,Male,134,2,4,Human Resources,3,Divorced,133518,6302,0,Y,No,20,2,1,80,3,37,6,2,2,1,0,1,No
1175,28,Travel_Frequently,3989,Research & Development,5,2,Human Resources,1,1175,1,Male,200,1,2,Research Scientist,1,Married,40901,13703,9,Y,No,23,4,2,80,0,27,6,1,1,0,0,0,No
1176,56,Travel_Frequently,4124,Research & Development,13,5,Life Sciences,1,1176,1,Female,283,1,3,Healthcare Representative,1,Single,155482,4918,1,Y,No,4,1,2,80,3,0,4,4,13,1,6,12,No
1177,53,Travel_Rarely,4715,Sales,4,3,Life Sciences,1,1177,1,Male,239,4,5,Sales Executive,4,Married,76367,10638,4,Y,Yes,18,3,1,80,3,0,4,1,0,1,0,1,No
1178,34,Non-Travel,3491,Research & Development,9,1,Marketing,1,1178,3,Male,108,3,5,Manager,2,Married,114431,16886,7,Y,No,13,2,3,80,1,40,4,1,10,4,7,6,No
1179,23,Travel_Frequently,3580,Research & Development,13,1,Technical Degree,1,1179,4,Female,292,3,5,Research Director,1,Single,100543,6415,6,Y,Yes,4,4,4,80,0,7,6,3,4,3,3,1,No
1180,43,Travel_Rarely,4588,Research & Development,18,5,Human Resources,1,1180,2,Female,347,1,1,Research Director,3,Married,12065,14110,6,Y,No,5,4,4,80,2,2,1,3,13,1,5,13,No
1181,31,Non-Travel,2393,Human Resources,5,3,Human Resources,1,1181,2,Female,117,1,5,Human Resources,3,Married,197904,19120,9,Y,No,9,4,1,80,3,11,0,3,1,1,0,1,Yes
1182,58,Travel_Rarely,4762,Research & Development,14,1,Marketing,1,1182,2,Male,247,2,2,Research Scientist,1,Single,69680,6157,1,Y,No,0,1,2,80,4,17,2,1,11,11,3,11,No
1183,59,Non-Travel,3789,Sales,27,4,Technical Degree,1,1183,2,Male,255,1,2,Sales Representative,4,Single,83672,5760,6,Y,No,16,2,2,80,0,13,3,3,2,2,2,2,No
1184,50,Non-Travel,4987,Human Resources,14,3,Technical Degree,1,1184,4,Female,211,3,3,Human Resources,1,Divorced,181217,17514,7,Y,Yes,9,3,2,80,3,13,6,2,3,2,1,1,No
1185,58,Non-Travel,1276,Research & Development,29,4,Other,1,1185,2,Male,383,1,3,Manager,2,Single,92461,10176,4,Y,No,10,3,2,80,4,33,1,3,4,4,3,1,No
1186,46,Travel_Rarely,2225,Sales,11,5,Technical Degree,1,1186,1,Male,166,1,4,Sales Representative,4,Married,133945,8802,1,Y,No,21,2,4,80,4,23,4,2,12,3,1,5,No
1187,43,Non-Travel,2052,Research & Development,26,3,Medical,1,1187,4,Male,162,1,4,Laboratory Technician,1,Single,34977,11088,4,Y,No,11,2,4,80,2,22,5,3,4,3,2,2,No
1188,22,Non-Travel,4633,Human Resources,9,5,Technical Degree,1,1188,1,Male,321,4,1,Human Resources,1,Single,170518,2824,0,Y,No,23,2,3,80,1,18,2,3,4,4,4,3,Yes
1189,40,Non-Travel,4883,Research & Development,23,2,Life Sciences,1,1189,1,Female,393,2,4,Research Director,1,Divorced,197941,10360,3,Y,No,14,4,2,80,4,8,3,4,17,9,1,6,No
1190,28,Travel_Rarely,1056,Sales,10,4,Medical,1,1190,3,Male,259,2,4,Sales Executive,3,Divorced,70060,17182,4,Y,No,14,4,4,80,2,0,3,1,2,0,0,1,No
1191,43,Travel_Frequently,4491,Research & Development,5,1,Medical,1,1191,4,Male,161,2,5,Healthcare Representative,4,Married,10978,19602,2,Y,No,15,3,4,80,1,27,2,2,0,0,0,0,Yes
1192,41,Travel_Rarely,3703,Research & Development,13,1,Marketing,1,1192,2,Female,218,1,2,Healthcare Representative,4,Single,163676,10269,4,Y,No,6,3,3,80,4,35,0,1,20,3,16,9,No
1193,40,Travel_Frequently,1962,Human Resources,15,5,Human Resources,1,1193,1,Male,342,1,3,Manager,2,Divorced,50375,9389,6,Y,No,8,1,1,80,3,21,4,1,3,2,2,2,No
1194,28,Travel_Rarely,1792,Research & Development,23,4,Marketing,1,1194,1,Female,190,4,4,Healthcare Representative,2,Married,173227,16013,8,Y,Yes,15,4,4,80,2,36,1,2,1,1,1,0,No
1195,23,Travel_Frequently,1096,Sales,18,5,Marketing,1,1195,3,Male,321,4,2,Sales Representative,1,Single,77328,8569,9,Y,No,19,1,4,80,3,7,2,2,3,0,0,0,No
1196,57,Non-Travel,2690,Sales,9,4,Other,1,1196,3,Male,138,3,5,Sales Executive,1,Divorced,97637,2418,1,Y,No,0,4,1,80,3,16,6,3,3,3,0,2,Yes
1197,54,Travel_Frequently,4844,Research & Development,19,4,Technical Degree,1,1197,2,Male,298,4,2,Research Director,4,Single,99817,14923,1,Y,No,1,2,2,80,3,11,3,1,2,1,0,2,No
1198,50,Travel_Rarely,1424,Sales,22,3,Marketing,1,1198,3,Female,200,2,4,Sales Representative,2,Married,158796,2233,1,Y,No,3,3,3,80,4,6,6,3,12,7,10,7,No
1199,44,Non-Travel,4800,Sales,25,5,Marketing,1,1199,4,Female,202,3,5,Sales Executive,3,Married,163678,17690,9,Y,No,9,2,2,80,3,17,2,4,0,1,0,0,No
1200,49,Travel_Frequently,2820,Research & Development,21,4,Technical Degree,1,1200,4,Female,398,3,4,Laboratory Technician,3,Divorced,139183,4565,5,Y,No,11,2,3,80,3,16,6,3,12,5,10,0,No
1201,34,Travel_Rarely,3782,Research & Development,27,5,Other,1,1201,2,Female,261,2,5,Laboratory Technician,4,Married,105563,12904,0,Y,Yes,7,4,3,80,2,35,6,1,0,0,1,0,No
1202,31,Non-Travel,2014,Research & Development,14,5,Technical Degree,1,1202,2,Female,368,1,3,Research Director,4,Single,149900,17555,3,Y,No,14,2,1,80,2,5,2,2,3,0,3,1,No
1203,34,Travel_Frequently,2851,Sales,21,5,Technical Degree,1,1203,4,Male,203,3,4,Manager,2,Married,92372,11212,6,Y,Yes,8,4,4,80,0,15,1,3,0,0,1,0,No
1204,57,Non-Travel,1218,Research & Development,29,1,Life Sciences,1,1204,1,Male,350,4,1,Research Director,2,Married,79325,19475,1,Y,Yes,21,3,1,80,3,19,4,3,15,8,14,15,No
1205,30,Non-Travel,4643,Research & Development,11,4,Human Resources,1,1205,4,Female,238,4,5,Manager,1,Divorced,61462,8893,5,Y,No,0,3,2,80,3,2,1,1,8,7,0,6,Yes
1206,39,Non-Travel,4616,Research & Development,24,4,Life Sciences,1,1206,1,Male,391,1,2,Manager,1,Single,133324,18121,7,Y,Yes,8,3,3,80,0,13,1,2,13,7,6,8,No
1207,50,Non-Travel,4353,Research & Development,14,3,Life Sciences,1,1207,4,Female,118,4,5,Healthcare Representative,1,Single,138261,19624,4,Y,No,14,3,2,80,0,14,2,3,0,1,1,0,Yes
1208,60,Travel_Frequently,1236,Research & Development,20,1,Medical,1,1208,3,Male,331,2,4,Healthcare Representative,3,Married,190905,10051,1,Y,No,13,4,3,80,4,32,6,2,9,4,4,4,No
1209,53,Travel_Frequently,1137,Research & Development,15,3,Technical Degree,1,1209,1,Male,275,2,4,Research Director,2,Divorced,92693,3772,1,Y,No,23,3,2,80,1,2,1,2,18,12,12,6,No
1210,28,Non-Travel,1120,Sales,15,5,Human Resources,1,1210,3,Male,280,3,1,Manager,4,Single,103904,17168,3,Y,No,5,1,1,80,1,40,4,3,3,2,1,0,No
1211,18,Travel_Frequently,4499,Research & Development,13,5,Medical,1,1211,2,Male,254,1,1,Healthcare Representative,1,Divorced,86600,9782,0,Y,Yes,11,3,3,80,3,13,4,1,0,1,1,1,No
1212,55,Non-Travel,2534,Research & Development,28,1,Other,1,1212,3,Male,348,2,2,Laboratory Technician,3,Divorced,49416,6524,6,Y,Yes,8,2,3,80,0,32,2,2,16,5,11,11,No
1213,51,Travel_Frequently,1507,Research & Development,19,4,Human Resources,1,1213,3,Female,255,3,5,Manager,3,Married,183377,14703,1,Y,No,21,3,1,80,2,32,4,1,16,9,3,10,No
1214,54,Travel_Rarely,1109,Research & Development,15,4,Other,1,1214,3,Female,277,3,5,Research Director,4,Divorced,181548,8892,5,Y,Yes,10,1,1,80,4,8,5,1,4,1,3,3,Yes
1215,46,Non-Travel,2515,Research & Development,10,1,Medical,1,1215,3,Male,363,4,2,Healthcare Representative,4,Married,174517,10136,7,Y,No,19,4,1,80,0,31,0,3,14,11,4,13,No
1216,56,Non-Travel,2787,Research & Development,14,2,Medical,1,1216,4,Female,315,4,1,Healthcare Representative,4,Single,153502,12809,5,Y,No,18,2,3,80,0,10,6,3,9,7,6,7,No
1217,19,Travel_Rarely,2627,Sales,12,2,Life Sciences,1,1217,2,Female,288,1,2,Manager,2,Married,88938,5382,7,Y,Yes,20,1,1,80,2,18,2,4,1,1,0,1,Yes
1218,39,Travel_Frequently,2981,Research & Development,23,4,Technical Degree,1,1218,4,Male,386,3,1,Research Director,1,Married,124069,5003,0,Y,No,16,4,1,80,2,12,0,2,11,7,1,5,No
1219,53,Travel_Rarely,4633,Human Resources,2,5,Human Resources,1,1219,2,Male,135,4,1,Manager,4,Divorced,51595,18962,8,Y,Yes,17,3,1,80,0,2,2,2,10,5,8,3,No
1220,24,Travel_Frequently,3900,Research & Development,7,2,Human Resources,1,1220,4,Male,392,4,2,Research Scientist,2,Married,63637,3394,2,Y,Yes,0,2,4,80,4,10,5,3,2,0,2,2,Yes
1221,37,Travel_Frequently,4612,Research & Development,9,2,Human Resources,1,1221,4,Male,378,2,3,Research Director,4,Divorced,127910,5037,2,Y,No,9,2,4,80,3,18,3,4,9,4,2,6,No
1222,34,Travel_Rarely,3432,Research & Development,26,3,Other,1,1222,4,Male,381,4,4,Research Scientist,2,Married,179933,10933,9,Y,No,18,2,3,80,3,33,3,4,14,10,1,4,No
1223,42,Travel_Rarely,4309,Human Resources,14,4,Marketing,1,1223,2,Male,200,3,1,Manager,3,Single,66944,14414,9,Y,No,24,1,4,80,2,37,3,1,19,12,13,16,No
1224,60,Travel_Frequently,3009,Sales,5,2,Life Sciences,1,1224,2,Male,339,2,2,Sales Executive,2,Married,57726,10842,0,Y,No,12,1,2,80,4,26,3,2,17,9,16,10,No
1225,21,Travel_Frequently,4356,Research & Development,22,3,Technical Degree,1,1225,3,Female,387,1,1,Laboratory Technician,4,Married,96429,13053,1,Y,No,23,2,4,80,3,27,2,4,2,2,1,2,No
1226,32,Travel_Rarely,1790,Sales,29,3,Marketing,1,1226,1,Male,121,1,3,Sales Representative,4,Single,132392,4876,8,Y,Yes,13,4,3,80,3,6,6,3,2,1,0,0,No
1227,58,Travel_Frequently,1414,Sales,8,2,Marketing,1,1227,1,Female,125,1,3,Sales Executive,3,Single,34297,8082,2,Y,No,22,4,4,80,3,13,1,3,18,15,18,1,No
1228,31,Travel_Rarely,1177,Research & Development,2,3,Medical,1,1228,1,Male,141,3,3,Laboratory Technician,4,Married,153646,11682,9,Y,Yes,24,4,3,80,4,38,0,1,3,2,1,3,No
1229,40,Travel_Frequently,4365,Sales,7,1,Marketing,1,1229,3,Male,347,4,3,Sales Executive,1,Single,172643,9236,0,Y,No,13,1,1,80,4,9,1,2,19,3,12,17,No
1230,39,Non-Travel,1338,Research & Development,20,2,Technical Degree,1,1230,2,Female,227,1,2,Healthcare Representative,4,Married,130560,15925,6,Y,Yes,11,4,1,80,1,14,1,2,6,3,0,3,Yes
1231,50,Non-Travel,2724,Human Resources,15,2,Life Sciences,1,1231,4,Male,307,4,1,Manager,3,Single,119712,16899,5,Y,No,3,1,1,80,2,27,4,3,0,1,0,1,No
1232,47,Travel_Frequently,3452,Research & Development,7,2,Medical,1,1232,1,Female,196,2,2,Healthcare Representative,1,Single,28611,14143,4,Y,No,16,3,3,80,0,26,2,4,2,1,0,1,No
1233,27,Travel_Frequently,2085,Research & Development,14,5,Marketing,1,1233,2,Female,156,1,2,Laboratory Technician,1,Divorced,195142,3131,4,Y,No,2,1,3,80,2,34,4,3,1,0,1,0,Yes
1234,30,Non-Travel,1026,Sales,11,4,Human Resources,1,1234,2,Female,254,2,4,Sales Executive,2,Divorced,112590,3734,0,Y,No,18,3,1,80,3,16,1,4,4,3,3,0,No
1235,24,Non-Travel,2396,Research & Development,23,5,Medical,1,1235,4,Male,208,4,1,Laboratory Technician,3,Married,131221,19664,5,Y,Yes,12,1,4,80,3,38,3,1,6,2,0,2,Yes
1236,33,Travel_Frequently,1343,Research & Development,25,4,Other,1,1236,1,Male,226,1,4,Manager,1,Divorced,18002,8942,6,Y,No,9,4,1,80,4,38,5,3,7,4,4,0,No
1237,40,Travel_Rarely,4543,Research & Development,12,1,Other,1,1237,4,Female,300,2,1,Healthcare Representative,3,Married,97568,19628,5,Y,No,13,2,2,80,3,7,4,1,4,1,3,0,No
1238,22,Non-Travel,2785,Research & Development,27,1,Other,1,1238,1,Male,242,1,5,Manager,1,Single,157092,17314,0,Y,No,1,2,2,80,3,25,5,1,0,0,0,1,No
1239,47,Travel_Rarely,3074,Human Resources,5,1,Life Sciences,1,1239,3,Female,318,4,3,Manager,1,Married,139961,2923,7,Y,No,14,2,3,80,4,23,3,4,15,3,5,4,Yes
1240,31,Non-Travel,3031,Sales,12,1,Technical Degree,1,1240,3,Female,236,4,4,Sales Executive,4,Single,115190,13898,8,Y,Yes,3,2,1,80,3,31,2,2,5,4,3,2,No
1241,33,Travel_Rarely,2583,Research & Development,20,5,Other,1,1241,3,Female,163,2,3,Research Director,3,Single,171013,3182,1,Y,No,19,2,1,80,3,16,3,2,11,10,9,1,No
1242,25,Non-Travel,1871,Sales,21,1,Medical,1,1242,2,Female,385,2,1,Sales Representative,2,Married,159054,14888,8,Y,No,4,4,3,80,1,15,2,3,1,1,0,1,Yes
1243,26,Travel_Frequently,1645,Research & Development,13,5,Human Resources,1,1243,4,Male,248,3,1,Research Scientist,3,Married,153880,9561,9,Y,No,5,2,2,80,4,14,0,1,4,3,3,4,Yes
1244,33,Travel_Rarely,3837,Research & Development,22,4,Human Resources,1,1244,3,Female,388,1,4,Research Scientist,4,Married,189741,8679,1,Y,No,4,3,2,80,2,20,1,1,8,5,3,8,No
1245,22,Travel_Rarely,3111,Human Resources,2,2,Technical Degree,1,1245,4,Female,330,3,4,Human Resources,2,Single,139749,10407,3,Y,No,6,1,4,80,4,24,6,2,2,1,0,2,Yes
1246,19,Non-Travel,4218,Research & Development,23,1,Life Sciences,1,1246,3,Female,174,4,5,Healthcare Representative,2,Married,160111,10534,9,Y,No,6,3,3,80,4,9,0,3,1,0,0,0,No
1247,44,Travel_Rarely,1860,Research & Development,17,3,Other,1,1247,2,Male,151,1,3,Research Director,2,Divorced,173171,18367,0,Y,No,6,3,4,80,2,25,0,2,19,2,13,9,No
1248,42,Non-Travel,1013,Research & Development,6,1,Medical,1,1248,3,Female,228,4,5,Laboratory Technician,3,Divorced,89138,7558,2,Y,No,21,2,3,80,0,31,6,3,5,0,3,1,No
1249,35,Travel_Frequently,3711,Research & Development,2,4,Life Sciences,1,1249,3,Male,392,1,1,Laboratory Technician,3,Married,110407,13713,1,Y,No,12,2,3,80,1,4,2,4,12,10,12,11,No
1250,18,Travel_Rarely,3107,Sales,2,5,Marketing,1,1250,4,Female,229,1,5,Sales Executive,1,Divorced,53373,13002,4,Y,No,3,2,2,80,1,27,3,3,0,1,0,0,No
1251,22,Non-Travel,3731,Research & Development,12,4,Other,1,1251,1,Male,389,1,3,Research Director,3,Single,123008,11962,9,Y,No,5,2,1,80,4,7,5,4,2,2,0,2,No
1252,55,Non-Travel,1886,Sales,27,5,Marketing,1,1252,1,Female,395,2,5,Manager,3,Single,80866,11322,2,Y,No,13,3,2,80,0,7,6,3,19,5,0,3,Yes
1253,27,Travel_Frequently,3103,Research & Development,17,4,Technical Degree,1,1253,3,Female,252,1,5,Research Scientist,3,Single,172340,17183,2,Y,No,25,1,2,80,3,29,5,4,0,1,0,1,No
1254,58,Travel_Frequently,3681,Research & Development,1,1,Life Sciences,1,1254,2,Male,131,3,2,Healthcare Representative,3,Single,42441,5353,5,Y,No,12,2,2,80,2,11,4,2,18,8,0,4,No
1255,34,Non-Travel,1041,Sales,5,3,Medical,1,1255,1,Female,181,2,5,Manager,4,Married,55653,16451,0,Y,No,14,4,4,80,0,19,6,2,12,2,9,11,No
1256,60,Travel_Frequently,3870,Sales,29,4,Technical Degree,1,1256,4,Male,138,1,4,Manager,4,Divorced,150315,13076,2,Y,No,25,3,1,80,0,15,6,4,18,6,1,11,No
1257,56,Travel_Rarely,2418,Research & Development,10,1,Technical Degree,1,1257,2,Male,191,4,4,Research Scientist,4,Divorced,47916,9665,9,Y,No,17,3,2,80,1,35,5,3,15,3,5,6,No
1258,60,Travel_Frequently,4762,Human Resources,2,3,Medical,1,1258,4,Male,280,4,2,Human Resources,4,Single,53623,19074,9,Y,No,19,3,2,80,0,5,5,1,20,13,18,18,No
1259,59,Travel_Rarely,4500,Sales,21,1,Technical Degree,1,1259,1,Female,291,1,5,Sales Executive,4,Divorced,93558,11749,9,Y,Yes,9,4,2,80,2,29,3,3,6,4,3,5,Yes
1260,22,Travel_Rarely,3262,Human Resources,9,3,Marketing,1,1260,3,Male,183,3,5,Human Resources,3,Married,153349,13031,1,Y,No,6,2,1,80,2,39,0,1,1,1,1,0,No
1261,60,Travel_Rarely,1439,Research & Development,22,2,Technical Degree,1,1261,1,Male,305,3,5,Laboratory Technician,1,Single,38766,12983,0,Y,No,8,1,4,80,1,31,1,4,11,2,3,4,No
1262,49,Travel_Frequently,1458,Sales,5,5,Life Sciences,1,1262,2,Female,132,2,3,Manager,1,Married,132191,16520,5,Y,No,4,1,1,80,1,28,5,2,16,10,13,7,No
1263,31,Travel_Frequently,3063,Research & Development,13,2,Medical,1,1263,2,Male,321,3,5,Manager,2,Married,32984,2863,0,Y,No,7,1,1,80,1,26,2,1,1,1,0,0,No
1264,22,Non-Travel,3120,Human Resources,9,4,Life Sciences,1,1264,1,Female,381,4,5,Human Resources,3,Married,50125,8277,2,Y,No,24,1,3,80,4,38,4,1,4,3,0,1,No
1265,35,Travel_Rarely,2251,Research & Development,5,1,Life Sciences,1,1265,3,Female,284,1,1,Research Scientist,4,Single,178880,11641,6,Y,No,0,1,1,80,2,7,1,2,6,0,1,2,No
1266,54,Travel_Frequently,4932,Research & Development,12,4,Human Resources,1,1266,2,Female,166,1,4,Manager,4,Married,44906,4515,8,Y,Yes,25,4,4,80,3,27,3,2,9,7,5,1,No
1267,47,Non-Travel,1170,Sales,9,5,Technical Degree,1,1267,2,Male,119,3,3,Sales Representative,1,Single,43762,10287,5,Y,No,10,4,1,80,3,14,2,4,2,0,2,2,No
1268,49,Non-Travel,2424,Research & Development,29,4,Marketing,1,1268,1,Female,198,1,5,Research Scientist,3,Divorced,182312,12659,3,Y,No,21,4,2,80,0,23,2,2,18,9,6,7,No
1269,23,Travel_Rarely,4671,Research & Development,15,1,Medical,1,1269,4,Male,339,1,3,Manager,1,Single,157728,17028,8,Y,No,21,3,2,80,0,22,2,2,5,5,5,2,No
1270,38,Travel_Frequently,4963,Research & Development,17,5,Other,1,1270,4,Male,169,1,1,Laboratory Technician,1,Divorced,84033,3268,7,Y,No,24,2,1,80,2,1,6,4,8,4,7,1,No
1271,36,Travel_Rarely,1388,Human Resources,29,1,Human Resources,1,1271,4,Female,382,4,4,Human Resources,3,Married,37695,4681,8,Y,No,13,3,3,80,1,27,1,1,12,12,4,4,No
1272,21,Non-Travel,3056,Research & Development,15,4,Life Sciences,1,1272,1,Male,224,2,3,Manager,4,Married,157574,3540,4,Y,No,21,3,2,80,0,29,1,1,2,0,1,1,No
1273,54,Non-Travel,2068,Research & Development,26,2,Other,1,1273,1,Male,337,4,5,Research Director,3,Divorced,136585,18390,9,Y,No,18,2,3,80,3,36,1,2,19,9,14,0,No
1274,25,Non-Travel,1342,Sales,27,3,Marketing,1,1274,4,Female,290,1,5,Manager,1,Single,188280,7441,7,Y,Yes,11,1,4,80,0,1,1,3,1,1,0,1,Yes
1275,27,Travel_Frequently,2354,Sales,7,4,Medical,1,1275,3,Female,146,2,2,Manager,4,Single,109964,4393,5,Y,No,8,1,1,80,0,37,6,1,5,0,5,1,No
1276,49,Non-Travel,1723,Sales,3,3,Marketing,1,1276,1,Male,317,4,2,Sales Executive,2,Divorced,74971,13977,3,Y,No,17,3,2,80,2,27,0,1,3,0,3,0,No
1277,60,Travel_Frequently,1349,Human Resources,18,3,Marketing,1,1277,3,Female,207,4,3,Manager,3,Divorced,159651,7053,6,Y,No,16,2,3,80,0,34,0,2,19,8,19,18,No
1278,20,Travel_Frequently,1229,Research & Development,23,2,Human Resources,1,1278,3,Female,187,1,3,Healthcare Representative,3,Single,60201,18247,5,Y,Yes,1,4,1,80,4,40,6,2,0,1,0,1,No
1279,26,Travel_Rarely,4189,Sales,9,5,Technical Degree,1,1279,4,Female,400,2,1,Sales Representative,4,Married,57404,15996,4,Y,No,25,1,1,80,3,0,3,4,5,4,4,4,No
1280,37,Travel_Rarely,2894,Human Resources,19,2,Other,1,1280,3,Female,248,4,1,Manager,4,Divorced,123872,5298,2,Y,Yes,3,1,3,80,0,29,1,3,17,11,8,11,No
1281,45,Travel_Frequently,2035,Research & Development,15,1,Technical Degree,1,1281,2,Male,303,2,3,Research Director,1,Divorced,34269,5412,7,Y,No,9,2,1,80,3,3,1,2,1,0,1,0,No
1282,55,Travel_Frequently,2464,Research & Development,5,2,Technical Degree,1,1282,3,Male,355,3,5,Laboratory Technician,3,Married,74625,10603,5,Y,No,25,3,3,80,4,22,6,2,9,7,8,1,No
1283,30,Travel_Frequently,1936,Sales,5,2,Human Resources,1,1283,2,Female,112,2,2,Manager,3,Divorced,38624,8837,6,Y,No,21,2,4,80,3,6,3,4,11,6,4,11,No
1284,35,Non-Travel,3262,Sales,13,2,Other,1,1284,3,Male,162,1,3,Manager,4,Single,82919,6451,2,Y,No,17,2,1,80,3,18,5,3,1,1,1,0,Yes
1285,26,Travel_Rarely,3863,Research & Development,9,2,Medical,1,1285,2,Female,199,2,4,Research Director,3,Divorced,120100,9076,9,Y,No,13,2,1,80,2,7,0,2,7,0,2,6,No
1286,28,Travel_Rarely,1887,Sales,28,4,Life Sciences,1,1286,4,Female,282,4,2,Sales Representative,3,Single,77491,2863,5,Y,Yes,5,1,2,80,0,35,3,4,1,0,0,1,No
